Device	Assay Name	AssayType	AssayTypeCode	Species	Name	UnitsSystem	Units	dblConversionFactor	nPrecision	VeryLow	Low	High	VeryHigh					
Catalyst Dx	ammonia	NH3	NH3	Monkey	Monkey	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Monkey	Monkey	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Monkey	Monkey	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Mouse	Mouse	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Mouse	Mouse	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Mouse	Mouse	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Other	Other	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Other	Other	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Other	Other	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Pig	Pig	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Pig	Pig	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Pig	Pig	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Rabbit	Rabbit	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Rabbit	Rabbit	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Rabbit	Rabbit	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Rat	Rat	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Rat	Rat	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Rat	Rat	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Sea Turtle	Sea Turtle	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Sea Turtle	Sea Turtle	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Sea Turtle	Sea Turtle	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Sheep	Sheep	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Sheep	Sheep	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Sheep	Sheep	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Snake	Snake	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Snake	Snake	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Snake	Snake	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Tortoise	Tortoise	English	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Tortoise	Tortoise	French	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	ammonia	NH3	NH3	Tortoise	Tortoise	S.I.	µmol/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Avian	African Gray	English	U/L			0	211	519	1603.2					
Catalyst Dx	amylase	AMYL	AMYL	Avian	African Gray	French	U/L			0	211	519	1603.2					
Catalyst Dx	amylase	AMYL	AMYL	Avian	African Gray	S.I.	U/L			0	211	519	1603.2					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Amazon Blue-Feather	English	U/L			0	402	882	2724.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Amazon Blue-Feather	French	U/L			0	402	882	2724.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Amazon Blue-Feather	S.I.	U/L			0	402	882	2724.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Amazon Yellow	English	U/L			0	264	798	2465					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Amazon Yellow	French	U/L			0	264	798	2465					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Amazon Yellow	S.I.	U/L			0	264	798	2465					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Budgerigar	English	U/L			0	250	2000	6178					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Budgerigar	French	U/L			0	250	2000	6178					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Budgerigar	S.I.	U/L			0	250	2000	6178					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Canary	English	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Canary	French	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Canary	S.I.	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatiel	English	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatiel	French	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatiel	S.I.	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatoo Molu	English	U/L			0	414	972	3002.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatoo Molu	French	U/L			0	414	972	3002.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatoo Molu	S.I.	U/L			0	414	972	3002.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatoo Umber	English	U/L			0	424	759	2344.6					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatoo Umber	French	U/L			0	424	759	2344.6					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Cockatoo Umber	S.I.	U/L			0	424	759	2344.6					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Conure	English	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Conure	French	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Conure	S.I.	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Gray Cheek	English	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Gray Cheek	French	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Gray Cheek	S.I.	U/L			0	0	2500	7722.5					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Blue and Gold	English	U/L			0	295	506	1563					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Blue and Gold	French	U/L			0	295	506	1563					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Blue and Gold	S.I.	U/L			0	295	506	1563					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Hyacinth	English	U/L			0	283	595	1838					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Hyacinth	French	U/L			0	283	595	1838					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Hyacinth	S.I.	U/L			0	283	595	1838					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Scarlet	English	U/L			0	217	710	2193.2					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Scarlet	French	U/L			0	217	710	2193.2					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Macaw Scarlet	S.I.	U/L			0	217	710	2193.2					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Parrot Eclect	English	U/L			0	425	981	3030.3					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Parrot Eclect	French	U/L			0	425	981	3030.3					
Catalyst Dx	amylase	AMYL	AMYL	Avian	Parrot Eclect	S.I.	U/L			0	425	981	3030.3					
Catalyst Dx	amylase	AMYL	AMYL	Bovine	Beef Cattle	English	U/L			0	0	28	86.5					
Catalyst Dx	amylase	AMYL	AMYL	Bovine	Beef Cattle	French	U/L			0	0	28	86.5					
Catalyst Dx	amylase	AMYL	AMYL	Bovine	Beef Cattle	S.I.	U/L			0	0	28	86.5					
Catalyst Dx	amylase	AMYL	AMYL	Bovine	Dairy Cow	English	U/L			0	0	34	105					
Catalyst Dx	amylase	AMYL	AMYL	Bovine	Dairy Cow	French	U/L			0	0	34	105					
Catalyst Dx	amylase	AMYL	AMYL	Bovine	Dairy Cow	S.I.	U/L			0	0	34	105					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Adult Canine	English	U/L			0	500	1500	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Adult Canine	French	U/L			0	500	1500	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Adult Canine	S.I.	U/L			0	500	1500	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Geriatric Canine	English	U/L			0	500	1500	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Geriatric Canine	French	U/L			0	500	1500	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Geriatric Canine	S.I.	U/L			0	500	1500	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Puppy	English	U/L			0	300	1300	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Puppy	French	U/L			0	300	1300	10000					
Catalyst Dx	amylase	AMYL	AMYL	Canine	Puppy	S.I.	U/L			0	300	1300	10000					
Catalyst Dx	amylase	AMYL	AMYL	Control	Other Control	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Control	Other Control	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Control	Other Control	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Adult Equine	English	U/L			0	0	143	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Adult Equine	French	U/L			0	0	143	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Adult Equine	S.I.	U/L			0	0	143	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Foal	English	U/L			0	0	10	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Foal	French	U/L			0	0	10	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Foal	S.I.	U/L			0	0	10	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Mare at Stud	English	U/L			0	0	8	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Mare at Stud	French	U/L			0	0	8	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Mare at Stud	S.I.	U/L			0	0	8	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Yearling	English	U/L			0	0	9	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Yearling	French	U/L			0	0	9	200					
Catalyst Dx	amylase	AMYL	AMYL	Equine	Yearling	S.I.	U/L			0	0	9	200					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Adult Feline	English	U/L			0	500	1500	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Adult Feline	French	U/L			0	500	1500	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Adult Feline	S.I.	U/L			0	500	1500	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Geriatric Feline	English	U/L			0	500	1500	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Geriatric Feline	French	U/L			0	500	1500	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Geriatric Feline	S.I.	U/L			0	500	1500	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Kitten	English	U/L			0	500	1400	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Kitten	French	U/L			0	500	1400	5000					
Catalyst Dx	amylase	AMYL	AMYL	Feline	Kitten	S.I.	U/L			0	500	1400	5000					
Catalyst Dx	amylase	AMYL	AMYL	Ferret	Ferret	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Ferret	Ferret	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Ferret	Ferret	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Goat	Goat	English	U/L			0	1	30	92.7					
Catalyst Dx	amylase	AMYL	AMYL	Goat	Goat	French	U/L			0	1	30	92.7					
Catalyst Dx	amylase	AMYL	AMYL	Goat	Goat	S.I.	U/L			0	1	30	92.7					
Catalyst Dx	amylase	AMYL	AMYL	Lizard	Lizard	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Lizard	Lizard	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Lizard	Lizard	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Llama	Llama	English	U/L			-9999999	175	1242	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Llama	Llama	French	U/L			-9999999	175	1242	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Llama	Llama	S.I.	U/L			-9999999	175	1242	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Monkey	Monkey	English	U/L			0	149	500	1544.5					
Catalyst Dx	amylase	AMYL	AMYL	Monkey	Monkey	French	U/L			0	149	500	1544.5					
Catalyst Dx	amylase	AMYL	AMYL	Monkey	Monkey	S.I.	U/L			0	149	500	1544.5					
Catalyst Dx	amylase	AMYL	AMYL	Mouse	Mouse	English	U/L			0	1691	3615	11166.7					
Catalyst Dx	amylase	AMYL	AMYL	Mouse	Mouse	French	U/L			0	1691	3615	11166.7					
Catalyst Dx	amylase	AMYL	AMYL	Mouse	Mouse	S.I.	U/L			0	1691	3615	11166.7					
Catalyst Dx	amylase	AMYL	AMYL	Other	Other	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Other	Other	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Other	Other	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Pig	Pig	English	U/L			0	271	1198	3700.6					
Catalyst Dx	amylase	AMYL	AMYL	Pig	Pig	French	U/L			0	271	1198	3700.6					
Catalyst Dx	amylase	AMYL	AMYL	Pig	Pig	S.I.	U/L			0	271	1198	3700.6					
Catalyst Dx	amylase	AMYL	AMYL	Rabbit	Rabbit	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Rabbit	Rabbit	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Rabbit	Rabbit	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Rat	Rat	English	U/L			0	326	2246	6937.9					
Catalyst Dx	amylase	AMYL	AMYL	Rat	Rat	French	U/L			0	326	2246	6937.9					
Catalyst Dx	amylase	AMYL	AMYL	Rat	Rat	S.I.	U/L			0	326	2246	6937.9					
Catalyst Dx	amylase	AMYL	AMYL	Sea Turtle	Sea Turtle	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Sea Turtle	Sea Turtle	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Sea Turtle	Sea Turtle	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Sheep	Sheep	English	U/L			0	1	30	92.7					
Catalyst Dx	amylase	AMYL	AMYL	Sheep	Sheep	French	U/L			0	1	30	92.7					
Catalyst Dx	amylase	AMYL	AMYL	Sheep	Sheep	S.I.	U/L			0	1	30	92.7					
Catalyst Dx	amylase	AMYL	AMYL	Snake	Snake	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Snake	Snake	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Snake	Snake	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Tortoise	Tortoise	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Tortoise	Tortoise	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	amylase	AMYL	AMYL	Tortoise	Tortoise	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	African Gray	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	African Gray	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	African Gray	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Amazon Blue-Feather	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Amazon Blue-Feather	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Amazon Blue-Feather	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Amazon Yellow	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Amazon Yellow	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Amazon Yellow	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Budgerigar	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Budgerigar	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Budgerigar	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Canary	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Canary	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Canary	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatiel	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatiel	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatiel	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatoo Molu	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatoo Molu	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatoo Molu	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatoo Umber	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatoo Umber	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Cockatoo Umber	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Conure	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Conure	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Conure	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Gray Cheek	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Gray Cheek	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Gray Cheek	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Blue and Gold	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Blue and Gold	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Blue and Gold	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Hyacinth	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Hyacinth	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Hyacinth	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Scarlet	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Scarlet	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Macaw Scarlet	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Parrot Eclect	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Parrot Eclect	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Avian	Parrot Eclect	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Bovine	Beef Cattle	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Bovine	Beef Cattle	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Bovine	Beef Cattle	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Bovine	Dairy Cow	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Bovine	Dairy Cow	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Bovine	Dairy Cow	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Adult Canine	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Adult Canine	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Adult Canine	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Geriatric Canine	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Geriatric Canine	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Geriatric Canine	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Puppy	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Puppy	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Canine	Puppy	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Control	Other Control	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Control	Other Control	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Control	Other Control	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Adult Equine	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Adult Equine	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Adult Equine	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Foal	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Foal	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Foal	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Mare at Stud	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Mare at Stud	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Mare at Stud	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Yearling	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Yearling	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Equine	Yearling	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Feline	Adult Feline	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Feline	Adult Feline	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Feline	Adult Feline	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Feline	Geriatric Feline	English	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Feline	Geriatric Feline	French	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
Catalyst Dx	Anion Gap	AnGap	AnGap	Feline	Geriatric Feline	S.I.	mmol/L	1	0	-9999999	-9999999	9999999	9999999					
