Device	Assay Name	AssayType	AssayTypeCode	Species	Name	UnitsSystem	Units	dblConversionFactor	nPrecision	VeryLow	Low	High	VeryHigh					
VetStat	saturated oxygen	SO2	SO2	Equine	Adult Equine	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Foal	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Foal	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Foal	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Mare at Stud	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Mare at Stud	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Mare at Stud	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Yearling	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Yearling	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Equine	Yearling	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Adult Feline	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Adult Feline	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Adult Feline	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Geriatric Feline	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Geriatric Feline	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Geriatric Feline	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Kitten	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Kitten	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Feline	Kitten	S.I.	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Other	Other	English	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Other	Other	French	%	1	1									
VetStat	saturated oxygen	SO2	SO2	Other	Other	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Adult Canine	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Adult Canine	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Adult Canine	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Geriatric Canine	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Geriatric Canine	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Geriatric Canine	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Puppy	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Puppy	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Canine	Puppy	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Adult Equine	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Adult Equine	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Adult Equine	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Foal	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Foal	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Foal	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Mare at Stud	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Mare at Stud	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Mare at Stud	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Yearling	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Yearling	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Equine	Yearling	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Adult Feline	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Adult Feline	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Adult Feline	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Geriatric Feline	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Geriatric Feline	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Geriatric Feline	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Kitten	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Kitten	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Feline	Kitten	S.I.	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Other	Other	English	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Other	Other	French	%	1	1									
VetStat	saturated oxygen- calculated	SO2(c)	SO2(c)	Other	Other	S.I.	%	1	1									
VetStat	Sodium 	Na	Na01	Canine	Adult Canine	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Adult Canine	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Adult Canine	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Geriatric Canine	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Geriatric Canine	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Geriatric Canine	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Puppy	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Puppy	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Canine	Puppy	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Adult Canine	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Adult Canine	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Adult Canine	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Geriatric Canine	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Geriatric Canine	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Geriatric Canine	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Puppy	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Puppy	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Canine	Puppy	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Adult Equine	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Adult Equine	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Adult Equine	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Foal	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Foal	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Foal	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Mare at Stud	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Mare at Stud	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Mare at Stud	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Yearling	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Yearling	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Equine	Yearling	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Adult Equine	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Adult Equine	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Adult Equine	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Foal	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Foal	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Foal	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Mare at Stud	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Mare at Stud	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Mare at Stud	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Yearling	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Yearling	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Equine	Yearling	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Adult Feline	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Adult Feline	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Adult Feline	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Geriatric Feline	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Geriatric Feline	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Geriatric Feline	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Kitten	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Kitten	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Feline	Kitten	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Adult Feline	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Adult Feline	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Adult Feline	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Geriatric Feline	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Geriatric Feline	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Geriatric Feline	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Kitten	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Kitten	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Feline	Kitten	S.I.	mEq/L	1	1									
VetStat	Sodium 	Na	Na01	Other	Other	English	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Other	Other	French	mmol/L	1	1									
VetStat	Sodium 	Na	Na01	Other	Other	S.I.	mmol/L	1	1									
VetStat	Sodium 	Na	Na02	Other	Other	English	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Other	Other	French	mEq/L	1	1									
VetStat	Sodium 	Na	Na02	Other	Other	S.I.	mEq/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Adult Canine	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Adult Canine	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Adult Canine	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Geriatric Canine	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Geriatric Canine	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Geriatric Canine	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Puppy	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Puppy	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Canine	Puppy	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Adult Equine	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Adult Equine	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Adult Equine	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Foal	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Foal	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Foal	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Mare at Stud	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Mare at Stud	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Mare at Stud	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Yearling	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Yearling	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Equine	Yearling	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Adult Feline	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Adult Feline	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Adult Feline	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Geriatric Feline	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Geriatric Feline	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Geriatric Feline	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Kitten	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Kitten	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Feline	Kitten	S.I.	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Other	Other	English	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Other	Other	French	mmol/L	1	1									
VetStat	standard bicarbonate	stHCO3	stHCO3	Other	Other	S.I.	mmol/L	1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Adult Canine	English		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Adult Canine	French		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Adult Canine	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Geriatric Canine	English		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Geriatric Canine	French		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Geriatric Canine	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Puppy	English		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Puppy	French		1	1									
VetStat	standard pH	st.pH	st.pH	Canine	Puppy	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Adult Equine	English		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Adult Equine	French		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Adult Equine	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Foal	English		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Foal	French		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Foal	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Mare at Stud	English		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Mare at Stud	French		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Mare at Stud	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Yearling	English		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Yearling	French		1	1									
VetStat	standard pH	st.pH	st.pH	Equine	Yearling	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Adult Feline	English		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Adult Feline	French		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Adult Feline	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Geriatric Feline	English		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Geriatric Feline	French		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Geriatric Feline	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Kitten	English		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Kitten	French		1	1									
VetStat	standard pH	st.pH	st.pH	Feline	Kitten	S.I.		1	1									
VetStat	standard pH	st.pH	st.pH	Other	Other	English		1	1									
VetStat	standard pH	st.pH	st.pH	Other	Other	French		1	1									
VetStat	standard pH	st.pH	st.pH	Other	Other	S.I.		1	1									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Adult Canine	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Adult Canine	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Adult Canine	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Geriatric Canine	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Geriatric Canine	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Geriatric Canine	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Puppy	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Puppy	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Canine	Puppy	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Adult Canine	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Adult Canine	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Adult Canine	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Geriatric Canine	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Geriatric Canine	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Geriatric Canine	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Puppy	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Puppy	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Canine	Puppy	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Adult Equine	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Adult Equine	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Adult Equine	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Foal	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Foal	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Foal	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Mare at Stud	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Mare at Stud	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Mare at Stud	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Yearling	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Yearling	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Equine	Yearling	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Adult Equine	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Adult Equine	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Adult Equine	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Foal	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Foal	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Foal	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Mare at Stud	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Mare at Stud	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Mare at Stud	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Yearling	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Yearling	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Equine	Yearling	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Adult Feline	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Adult Feline	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Adult Feline	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Geriatric Feline	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Geriatric Feline	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Geriatric Feline	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Kitten	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Kitten	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Feline	Kitten	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Adult Feline	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Adult Feline	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Adult Feline	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Geriatric Feline	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Geriatric Feline	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Geriatric Feline	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Kitten	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Kitten	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Feline	Kitten	S.I.	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Other	Other	English	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Other	Other	French	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO201	Other	Other	S.I.	mmol/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Other	Other	English	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Other	Other	French	mEq/L	1	0									
VetStat	total carbon dioxide 	tCO2	tCO202	Other	Other	S.I.	mEq/L	1	0									
VetStat	total hemoglobin	tHb	tHb01	Canine	Adult Canine	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Adult Canine	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Adult Canine	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Geriatric Canine	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Geriatric Canine	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Geriatric Canine	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Puppy	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Puppy	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Canine	Puppy	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Adult Canine	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Adult Canine	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Adult Canine	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Geriatric Canine	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Geriatric Canine	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Geriatric Canine	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Puppy	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Puppy	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Canine	Puppy	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Adult Canine	English	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Adult Canine	French	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Adult Canine	S.I.	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Geriatric Canine	English	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Geriatric Canine	French	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Geriatric Canine	S.I.	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Puppy	English	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Puppy	French	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Canine	Puppy	S.I.	g/L	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Adult Equine	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Adult Equine	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Adult Equine	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Foal	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Foal	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Foal	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Mare at Stud	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Mare at Stud	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Mare at Stud	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Yearling	English	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Yearling	French	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb01	Equine	Yearling	S.I.	g/dL	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Adult Equine	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Adult Equine	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Adult Equine	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Foal	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Foal	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Foal	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Mare at Stud	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Mare at Stud	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Mare at Stud	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Yearling	English	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Yearling	French	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb02	Equine	Yearling	S.I.	mmol/L	1	1									
VetStat	total hemoglobin	tHb	tHb03	Equine	Adult Equine	English	g/L	1	1									
